utilization_gpu,gpu_temp,power_draw_w,gpu_mem_used,job_type_training,throttling,good_placement
42,69,187,20012,0,0,1
8,57,100,9723,1,0,1
3,38,85,3926,1,0,1
10,48,126,11767,1,0,1
29,48,134,15504,1,0,1
57,73,195,8494,0,0,1
22,61,129,16408,0,0,1
94,77,267,3044,1,0,0
82,79,213,20130,0,0,1
44,68,174,23636,1,0,0
53,75,202,13626,1,0,1
15,60,136,21387,1,0,1
57,59,201,7183,0,0,1
59,62,169,3934,0,0,1
86,77,228,12882,1,0,0
62,74,185,11625,0,0,1
26,58,124,18581,1,0,1
21,53,147,16938,0,0,1
87,79,251,2252,0,0,1
66,75,226,13423,0,0,1
23,58,122,18048,0,0,1
67,77,223,19654,0,0,1
45,65,159,21530,0,0,1
41,69,192,17608,1,0,1
31,53,156,7878,0,0,1
53,63,175,20755,0,0,1
51,69,197,10831,1,0,1
18,61,147,1662,0,0,1
91,72,249,5149,0,0,1
7,37,84,4621,0,0,1
33,61,145,16674,1,0,1
16,47,109,8572,1,0,1
66,74,222,5679,0,0,1
17,46,132,10887,1,0,1
41,51,174,4124,0,0,1
48,67,177,6474,1,0,1
56,67,175,17877,0,0,1
59,70,180,22368,0,0,0
26,45,147,8379,0,0,1
47,70,191,10313,0,0,1
73,79,203,20617,1,0,0
59,72,183,14044,1,0,1
24,52,146,12204,0,0,1
1,51,88,3992,1,0,1
16,59,146,8559,1,0,1
44,64,181,4879,1,0,1
89,81,244,15135,1,0,0
36,63,138,21894,1,0,1
41,56,170,22059,1,0,0
54,75,174,17009,1,0,1
84,83,256,6971,1,0,0
25,51,160,10313,1,0,1
71,69,194,1831,0,0,1
14,42,92,22573,0,0,0
52,74,202,1085,0,0,1
3,42,122,16117,0,0,1
99,75,267,11887,0,0,1
24,61,128,17177,0,0,1
81,71,248,12374,0,0,1
50,57,190,13973,0,0,1
25,45,159,3629,0,0,1
37,49,150,20326,0,0,1
8,40,121,23668,1,0,0
50,71,191,17669,0,0,1
100,78,243,10498,0,0,1
16,56,109,16445,0,0,1
63,65,210,20755,0,0,1
5,49,90,21067,0,0,1
44,52,154,19613,0,0,1
35,53,163,12557,0,0,1
7,44,119,6348,0,0,1
82,74,236,19823,1,0,1
32,53,165,21590,1,0,1
1,43,121,11743,0,0,1
56,63,172,20703,0,0,1
20,47,109,19122,0,0,1
33,64,152,7810,1,0,1
35,52,167,18172,1,0,1
75,80,238,4047,0,0,1
69,62,219,16386,0,0,1
73,72,229,3720,0,0,1
6,40,100,9299,0,0,1
100,89,254,19953,1,0,0
51,62,200,19629,1,0,1
7,44,107,2456,1,0,1
66,65,224,3049,0,0,1
86,82,223,20488,1,0,0
24,44,110,12643,0,0,1
78,66,234,1114,0,0,1
65,78,223,2766,1,0,0
17,43,100,15965,0,0,1
94,90,281,3547,0,0,1
93,79,270,23828,1,0,0
21,59,127,8149,1,0,1
24,62,145,13569,0,0,1
81,70,233,7181,1,0,1
98,75,266,8404,0,0,1
60,72,190,9100,1,0,1
33,64,173,11902,1,0,1
67,62,218,23605,0,0,0
85,81,225,23403,1,0,0
71,68,216,5187,0,0,1
84,69,221,1469,0,0,1
99,88,284,17046,1,0,0
22,61,120,4145,0,0,1
60,62,209,14325,0,0,1
11,51,96,9434,1,0,1
2,48,106,9736,0,0,1
90,73,231,6053,0,0,1
98,92,286,21905,1,0,0
9,56,115,6523,0,0,1
40,62,152,20410,0,0,1
34,62,148,1031,0,0,1
29,48,161,8010,1,0,1
9,51,116,18682,1,0,1
95,89,251,7758,0,0,1
35,56,161,7852,1,0,1
100,81,278,2082,0,0,1
61,75,193,17151,1,0,1
75,71,226,11877,1,0,1
11,48,127,22194,0,0,0
99,76,256,14422,1,0,0
89,70,224,6890,0,0,1
45,63,177,4113,0,0,1
48,62,169,8005,0,0,1
78,78,216,20928,0,0,1
17,45,108,16377,1,0,1
79,68,222,3027,0,0,1
3,50,110,18170,0,0,1
67,66,192,16222,0,0,1
18,57,133,18975,1,0,1
0,44,105,2735,1,0,1
63,78,198,13655,1,0,0
67,77,212,8098,0,0,1
76,84,208,5170,0,0,1
33,52,143,11896,1,0,1
3,48,99,20176,1,0,1
56,67,168,15281,0,0,1
64,74,192,23067,1,0,0
86,82,233,9588,0,0,1
28,65,144,7464,0,0,1
26,59,143,6543,0,0,1
5,56,85,19537,0,0,1
87,69,253,7526,0,0,1
7,50,114,6948,1,0,1
76,77,221,3469,0,0,1
56,76,192,10826,0,0,1
31,63,145,5105,0,0,1
97,83,263,6025,0,0,1
93,90,275,19615,1,0,0
41,64,161,2262,0,0,1
82,67,246,12148,1,0,1
89,77,269,3928,0,0,1
15,45,125,16957,0,0,1
41,62,190,13893,1,0,1
5,48,120,22775,1,0,0
59,73,199,18481,1,0,1
72,65,221,11036,0,0,1
90,82,247,11276,0,0,1
88,87,274,11718,0,0,1
46,70,175,14332,0,0,1
29,55,134,3874,1,0,1
60,75,207,16208,0,0,1
96,79,265,15658,0,0,1
68,75,191,23436,0,0,0
59,59,200,12872,0,0,1
77,71,219,19443,0,0,1
6,53,108,17480,0,0,1
30,60,145,15081,1,0,1
53,64,198,8986,1,0,1
40,66,180,15535,0,0,1
71,78,237,9222,1,0,0
72,66,235,5847,0,0,1
53,59,193,2001,1,0,1
1,53,82,22923,0,0,0
26,58,159,15533,1,0,1
55,71,214,13191,0,0,1
4,41,85,7590,1,0,1
33,60,140,22548,1,0,0
58,67,176,5212,0,0,1
27,50,144,11209,1,0,1
49,62,162,23133,0,0,0
64,76,208,18190,1,0,0
5,54,87,12602,1,0,1
53,69,174,13137,1,0,1
57,60,181,13431,1,0,1
19,60,119,21821,0,0,1
36,60,147,11399,0,0,1
81,82,254,15763,0,0,1
64,70,199,7947,1,0,1
42,63,170,12049,0,0,1
54,56,185,12304,0,0,1
27,51,122,16731,0,0,1
94,91,245,14052,1,0,0
78,82,252,19373,1,0,0
46,56,154,22632,1,0,0
57,63,208,8888,0,0,1
64,70,190,23324,0,0,0
73,81,247,3528,1,0,0
28,47,141,10332,1,0,1
31,61,131,20551,1,0,1
1,39,79,18058,0,0,1
29,46,164,3744,1,0,1
95,75,275,4465,0,0,1
41,53,178,4579,1,0,1
26,56,138,12663,1,0,1
59,70,201,10862,1,0,1
91,80,227,15396,1,0,0
11,45,124,12531,1,0,1
15,58,150,10933,0,0,1
89,74,235,21822,0,0,1
20,46,112,10198,0,0,1
61,68,200,21971,0,0,1
73,72,240,15136,1,0,1
94,78,276,16440,0,0,1
21,60,141,23265,1,0,0
43,70,150,2727,0,0,1
40,66,160,17238,0,0,1
79,76,251,13455,0,0,1
92,87,262,1872,1,0,0
87,78,249,11262,1,0,0
43,59,193,6061,0,0,1
93,83,234,22218,0,0,0
12,53,100,2697,1,0,1
34,64,173,10356,1,0,1
27,58,151,6013,0,0,1
44,68,174,11357,0,0,1
86,84,269,9543,0,0,1
71,66,204,1882,1,0,1
42,67,161,5766,1,0,1
91,73,256,1381,1,0,1
70,66,190,23442,0,0,0
38,63,142,14984,1,0,1
18,43,118,5289,1,0,1
16,52,102,1505,0,0,1
70,77,199,11150,0,0,1
44,61,163,7675,0,0,1
60,72,202,4396,0,0,1
8,54,128,2377,1,0,1
77,75,235,20449,0,0,1
16,54,131,7633,1,0,1
54,63,175,5990,0,0,1
25,58,127,3505,0,0,1
78,82,208,12111,1,0,0
77,68,216,22956,1,0,0
32,48,162,11310,0,0,1
76,76,235,14169,0,0,1
25,46,158,14245,1,0,1
37,65,147,10325,0,0,1
57,75,218,2156,0,0,1
46,68,175,11984,1,0,1
71,68,214,19738,0,0,1
71,63,223,1919,0,0,1
48,62,157,13817,1,0,1
27,63,127,12994,1,0,1
81,78,222,12078,0,0,1
44,55,189,3186,0,0,1
57,74,185,19328,1,0,1
69,80,221,12811,0,0,1
99,91,245,6725,0,0,1
88,75,252,6776,0,0,1
28,63,164,1623,0,0,1
55,76,214,18844,0,0,1
38,50,158,21127,1,0,1
24,49,124,1631,1,0,1
99,92,257,21218,0,0,1
9,48,108,8611,0,0,1
23,60,151,2090,0,0,1
74,74,229,5306,1,0,1
46,64,190,7487,1,0,1
18,53,149,16665,1,0,1
20,48,128,11494,1,0,1
66,67,183,7683,1,0,1
23,44,146,23300,0,0,0
76,82,211,3763,1,0,0
64,75,223,1934,1,0,1
41,65,165,6305,0,0,1
39,63,189,20914,1,0,1
98,92,269,7493,0,0,1
19,50,119,19107,1,0,1
48,54,192,15067,0,0,1
74,67,236,14771,0,0,1
48,59,153,6619,0,0,1
87,73,221,20883,0,0,1
0,51,114,19754,1,0,1
46,66,169,13788,1,0,1
29,53,123,15172,1,0,1
35,67,166,17635,1,0,1
48,63,182,3148,1,0,1
100,86,284,3549,0,0,1
7,48,104,4660,1,0,1
16,49,103,14138,1,0,1
64,63,218,23226,1,0,0
24,58,136,19393,1,0,1
92,77,259,11054,1,0,0
27,64,165,9130,1,0,1
40,59,158,12986,0,0,1
51,66,159,13405,0,0,1
25,60,138,6816,1,0,1
36,54,180,23400,0,0,0
49,65,156,18263,0,0,1
61,72,186,7611,1,0,1
61,62,177,6921,0,0,1
11,46,122,8225,1,0,1
24,50,119,21456,0,0,1
43,61,180,2051,0,0,1
4,42,78,17177,0,0,1
86,71,217,19878,0,0,1
47,54,179,3904,1,0,1
41,70,161,16661,1,0,1
65,63,215,21395,0,0,1
100,92,275,4884,0,0,1
47,58,167,19463,0,0,1
19,45,114,10018,1,0,1
14,47,100,10437,0,0,1
38,67,142,4566,0,0,1
25,55,162,7610,0,0,1
82,74,253,3525,0,0,1
28,54,159,21700,1,0,1
99,91,276,12460,0,0,1
49,57,174,15074,1,0,1
29,47,142,5565,1,0,1
15,41,131,2374,1,0,1
38,52,175,18237,0,0,1
3,42,95,9060,1,0,1
5,38,105,22536,1,0,0
49,73,162,7813,1,0,1
13,51,142,17914,0,0,1
9,41,97,10009,1,0,1
54,56,186,3952,0,0,1
25,48,156,6084,1,0,1
7,48,124,6573,1,0,1
64,76,228,5304,0,0,1
64,72,210,15681,0,0,1
40,62,166,11403,1,0,1
33,66,163,1043,1,0,1
34,63,165,15934,0,0,1
14,42,123,20147,1,0,1
8,40,87,3022,0,0,1
25,48,122,9023,1,0,1
52,74,193,6002,0,0,1
80,85,256,7608,1,0,0
99,87,259,21562,1,0,0
85,82,255,16351,1,0,0
78,76,223,18000,0,0,1
94,72,241,20050,1,0,1
79,82,246,17901,0,0,1
81,83,245,2797,1,0,0
37,51,175,17236,1,0,1
87,87,234,2486,0,0,1
89,84,230,9268,1,0,0
49,69,177,1615,1,0,1
80,74,249,6378,0,0,1
98,91,264,20285,1,0,0
61,78,189,9169,0,0,1
35,66,174,12395,1,0,1
44,59,186,9168,1,0,1
29,54,147,10695,0,0,1
61,70,183,11240,1,0,1
81,68,235,17499,0,0,1
80,75,248,4731,1,0,1
31,60,151,4296,1,0,1
62,72,227,7720,1,0,1
52,56,194,18530,1,0,1
59,65,197,17397,0,0,1
47,67,184,1571,0,0,1
26,64,157,13331,0,0,1
76,77,233,18132,1,0,0
62,74,198,5839,0,0,1
39,69,181,8155,0,0,1
14,58,144,10214,1,0,1
75,67,212,19448,0,0,1
79,82,241,23974,1,0,0
58,60,191,6140,1,0,1
11,44,132,23556,1,0,0
92,83,234,20388,0,0,1
95,83,278,7246,1,0,0
36,64,155,18243,1,0,1
21,48,118,4048,0,0,1
87,73,226,17919,1,0,1
43,60,144,3047,1,0,1
75,65,219,16956,0,0,1
58,73,188,22930,1,0,0
30,54,153,7324,1,0,1
68,73,209,1975,1,0,1
10,51,101,15274,1,0,1
78,67,226,13860,1,0,1
75,69,224,1078,1,0,1
27,64,155,22176,0,0,0
69,76,198,15206,1,0,0
50,72,205,2715,1,0,1
75,69,227,16113,1,0,1
12,58,113,6007,1,0,1
4,48,87,14255,1,0,1
7,51,130,13922,0,0,1
3,43,93,13907,1,0,1
63,60,201,14146,0,0,1
44,60,191,22946,0,0,0
52,60,206,10702,1,0,1
53,63,173,20484,0,0,1
38,52,181,11922,0,0,1
17,45,118,17890,1,0,1
16,43,137,13217,1,0,1
99,93,272,5238,1,0,0
68,78,209,2915,1,0,0
50,63,180,12918,0,0,1
85,83,219,4014,0,0,1
97,80,261,17582,1,0,0
11,39,96,9411,1,0,1
17,60,139,17474,0,0,1
98,89,268,8343,0,0,1
26,53,137,12883,1,0,1
14,52,141,6197,1,0,1
97,86,284,22596,1,0,0
74,73,220,4953,0,0,1
56,76,176,19465,1,0,0
70,68,236,8486,0,0,1
52,69,206,18747,0,0,1
71,78,200,19349,1,0,0
68,64,201,3540,1,0,1
47,70,198,21442,0,0,1
21,43,130,17857,0,0,1
34,64,145,15759,0,0,1
10,53,91,17021,0,0,1
25,55,148,12391,1,0,1
61,61,188,1029,1,0,1
77,84,227,11390,0,0,1
61,69,202,6678,0,0,1
30,65,131,21876,1,0,1
91,75,239,1615,1,0,1
10,43,108,8837,1,0,1
36,64,137,5052,0,0,1
2,47,106,4644,0,0,1
50,74,180,20889,0,0,1
23,63,123,14092,0,0,1
19,58,149,21954,0,0,1
80,78,236,16809,1,0,0
25,61,140,9193,1,0,1
6,42,125,18695,1,0,1
97,82,241,22216,1,0,0
84,84,230,18547,0,0,1
73,65,194,9386,0,0,1
39,61,150,6012,0,0,1
80,82,216,3735,1,0,0
67,73,188,17278,1,0,1
39,55,176,5220,0,0,1
0,48,91,3972,1,0,1
11,54,95,20999,0,0,1
52,71,206,14989,0,0,1
60,67,219,6846,0,0,1
54,74,199,21874,1,0,1
66,69,221,9959,0,0,1
20,56,146,4556,1,0,1
56,71,194,10298,0,0,1
88,81,270,1429,1,0,0
70,73,200,23897,1,0,0
84,75,250,12854,1,0,1
87,70,244,16999,0,0,1
78,67,246,5789,0,0,1
22,62,119,3585,1,0,1
68,78,237,12345,1,0,0
14,50,105,19976,1,0,1
56,58,190,13774,1,0,1
29,46,118,22091,1,0,0
65,69,207,6393,0,0,1
26,51,144,11126,1,0,1
68,64,197,18416,1,0,1
81,86,250,17540,1,0,0
50,62,188,1466,1,0,1
91,73,224,18632,0,0,1
14,51,111,22555,0,0,0
76,84,245,3025,1,0,0
55,69,209,11011,1,0,1
73,71,217,10044,1,0,1
51,61,164,9328,1,0,1
69,81,201,21825,1,0,0
34,54,135,18690,0,0,1
16,56,108,19129,0,0,1
25,64,137,2121,1,0,1
73,74,236,5958,1,0,1
41,65,190,8690,1,0,1
25,49,126,15666,1,0,1
64,67,210,22223,0,0,0
78,72,221,1504,1,0,1
13,59,146,17425,1,0,1
57,72,215,12094,0,0,1
97,80,281,3332,0,0,1
53,60,160,14279,0,0,1
87,78,221,10170,0,0,1
97,78,278,4984,0,0,1
81,74,243,23657,1,0,0
39,59,177,19400,0,0,1
91,87,254,7384,0,0,1
33,60,147,19207,1,0,1
13,57,117,9789,0,0,1
0,38,93,21862,0,0,1
66,65,190,9667,0,0,1
2,54,114,2560,1,0,1
71,72,201,16145,1,0,1
29,47,124,9449,0,0,1
60,60,210,1639,1,0,1
75,66,201,3538,0,0,1
65,77,198,6166,1,0,0
21,54,123,2320,0,0,1
70,68,229,11291,1,0,1
39,57,140,2728,0,0,1
75,77,232,20052,1,0,0
59,69,210,17649,1,0,1
27,54,122,7991,1,0,1
29,65,132,7958,1,0,1
67,62,229,14353,0,0,1
86,86,258,2933,1,0,0
92,83,256,12591,0,0,1
65,73,208,13487,1,0,1
12,44,120,13790,1,0,1
18,50,150,20945,0,0,1
18,51,119,14038,0,0,1
60,68,177,9371,0,0,1
51,73,202,1833,1,0,1
39,56,149,23012,0,0,0
22,60,154,1723,0,0,1
10,40,99,16601,1,0,1
13,45,105,7788,1,0,1
63,67,221,15430,0,0,1
99,91,274,21864,0,0,1
81,83,220,14909,1,0,0
76,69,217,17806,0,0,1
52,70,205,23690,1,0,0
99,74,250,15256,0,0,1
90,81,228,18106,0,0,1
50,62,188,4939,1,0,1
48,72,177,15084,0,0,1
49,68,197,21592,1,0,1
88,85,240,20056,1,0,0
54,74,191,19960,0,0,1
71,81,212,19296,0,0,1
26,47,160,3855,1,0,1
53,57,172,10184,0,0,1
60,74,196,16630,0,0,1
57,67,209,4480,1,0,1
2,49,108,23109,0,0,0
42,55,179,18352,0,0,1
34,66,157,12094,1,0,1
37,57,156,4704,0,0,1
2,54,80,5432,1,0,1
35,61,148,18037,0,0,1
16,56,135,16341,0,0,1
48,62,179,3783,1,0,1
1,52,126,19980,0,0,1
30,56,136,14546,0,0,1
8,43,95,14787,1,0,1
9,51,133,2322,1,0,1
54,58,177,21613,0,0,1
31,64,176,8083,0,0,1
8,40,86,21990,0,0,1
97,85,255,9405,0,0,1
40,62,162,1331,0,0,1
31,57,154,2331,0,0,1
28,55,164,23054,1,0,0
34,54,170,10027,1,0,1
38,54,150,2385,1,0,1
88,84,257,3874,0,0,1
38,53,153,15817,0,0,1
15,50,115,4786,1,0,1
83,78,257,19037,0,0,1
28,48,119,23088,1,0,0
81,69,242,3382,1,0,1
55,62,170,21769,0,0,1
87,74,235,8713,1,0,1
21,61,126,5975,0,0,1
61,74,203,22193,0,0,0
17,43,98,23303,1,0,0
2,36,109,5256,1,0,1
92,90,282,11825,0,0,1
88,87,245,21481,1,0,0
79,67,202,8941,1,0,1
21,60,116,17568,1,0,1
45,53,149,21946,0,0,1
97,79,270,13727,0,0,1
91,88,262,16338,1,0,0
32,61,131,5321,0,0,1
26,54,152,11203,1,0,1
93,74,248,23515,1,0,0
47,70,199,4224,1,0,1
21,61,113,23575,1,0,0
20,56,147,6381,1,0,1
52,70,187,14978,1,0,1
52,74,183,16237,1,0,1
74,83,234,13858,1,0,0
6,37,90,21438,1,0,1
11,39,116,8907,0,0,1
90,75,234,18188,1,0,1
58,72,186,9657,0,0,1
69,76,216,4295,0,0,1
78,82,255,12598,1,0,0
63,66,206,23197,0,0,0
19,53,127,21906,0,0,1
21,61,158,15827,0,0,1
7,50,97,21807,0,0,1
15,50,118,17815,1,0,1
13,40,99,19379,0,0,1
10,45,127,23329,0,0,0
88,76,222,13471,0,0,1
21,44,104,16534,0,0,1
30,58,128,9773,1,0,1
20,54,123,17123,1,0,1
71,71,224,10321,1,0,1
2,40,74,14385,0,0,1
8,41,93,17548,0,0,1
41,52,180,1237,0,0,1
89,84,259,8036,1,0,0
17,52,122,13039,0,0,1
100,89,292,8967,0,0,1
9,45,90,19874,1,0,1
29,64,167,4534,0,0,1
13,50,133,11193,1,0,1
49,63,158,10428,0,0,1
51,68,196,1151,0,0,1
11,57,136,23322,0,0,0
50,58,167,9897,1,0,1
40,69,147,21224,0,0,1
16,41,96,12970,1,0,1
37,58,172,7676,1,0,1
61,67,210,6887,1,0,1
47,60,186,5506,0,0,1
96,77,240,16765,0,0,1
12,52,104,21638,1,0,1
37,56,182,12321,0,0,1
85,73,219,22036,1,0,0
23,50,151,14219,1,0,1
21,59,155,7820,1,0,1
63,62,203,4221,0,0,1
5,39,93,11451,0,0,1
48,63,156,8941,0,0,1
61,70,184,10244,1,0,1
93,72,267,3967,0,0,1
99,84,255,19919,1,0,0
28,60,167,3004,1,0,1
26,59,124,13287,1,0,1
93,72,225,14674,0,0,1
28,60,134,2882,1,0,1
66,69,199,15362,1,0,1
23,57,113,15316,0,0,1
8,43,105,12871,1,0,1
48,56,185,10704,1,0,1
63,62,202,6198,1,0,1
20,49,139,5160,0,0,1
15,42,123,19726,1,0,1
12,58,114,5435,1,0,1
52,60,200,16551,0,0,1
69,66,235,1288,0,0,1
55,70,211,10517,1,0,1
8,44,93,15914,1,0,1
43,54,173,17214,1,0,1
56,57,169,20453,1,0,1
3,44,114,10313,1,0,1
35,51,131,21910,1,0,1
66,79,218,16088,0,0,1
39,62,161,10704,0,0,1
69,77,219,18965,1,0,0
8,53,90,10681,1,0,1
61,62,191,10902,0,0,1
49,68,192,13624,0,0,1
48,55,162,9261,1,0,1
100,89,274,17253,0,0,1
87,69,224,9770,1,0,1
46,69,156,18172,1,0,1
89,75,245,13563,1,0,1
97,81,254,18326,1,0,0
6,47,125,4383,0,0,1
89,80,266,11246,1,0,0
13,40,110,1213,0,0,1
89,76,222,1475,0,0,1
84,76,216,18801,1,0,0
41,67,149,8208,0,0,1
97,83,269,3821,0,0,1
36,59,164,17959,0,0,1
22,45,110,18426,1,0,1
71,66,223,3857,1,0,1
97,86,282,17216,1,0,0
91,85,229,9005,0,0,1
14,57,102,16153,1,0,1
42,68,161,13687,1,0,1
26,55,130,6219,0,0,1
60,73,219,19779,0,0,1
33,57,151,22590,1,0,0
50,74,196,21196,1,0,1
63,70,185,23914,0,0,0
61,78,208,15341,1,0,0
23,60,145,11033,0,0,1
36,53,155,6896,1,0,1
61,70,192,1094,1,0,1
54,58,189,21470,1,0,1
69,64,225,15865,0,0,1
85,69,244,3038,0,0,1
54,60,198,8613,1,0,1
8,41,127,7033,0,0,1
8,41,122,7505,1,0,1
66,67,221,15032,0,0,1
70,78,216,17471,1,0,0
88,78,233,19130,1,0,0
28,58,139,15496,1,0,1
9,38,117,8501,1,0,1
94,85,265,21178,1,0,0
19,56,106,17645,1,0,1
83,80,217,2261,0,0,1
91,84,246,7987,1,0,0
70,66,222,8986,1,0,1
82,72,231,23058,0,0,0
5,42,120,6840,0,0,1
76,75,242,2625,0,0,1
59,68,188,1091,0,0,1
77,75,233,16684,0,0,1
71,64,195,15937,1,0,1
32,57,172,22024,1,0,0
24,63,158,5417,1,0,1
40,54,180,3486,1,0,1
13,41,112,5308,1,0,1
1,44,105,7900,0,0,1
98,78,250,18903,0,0,1
39,63,187,16686,1,0,1
72,69,194,10177,1,0,1
4,43,114,21678,0,0,1
99,79,265,5309,1,0,0
97,88,253,4563,1,0,0
34,59,174,16281,1,0,1
89,80,243,15718,0,0,1
16,52,107,21434,1,0,1
1,41,95,16627,1,0,1
88,71,223,21641,1,0,1
53,69,181,17684,1,0,1
27,58,168,18548,1,0,1
3,54,90,22771,1,0,0
48,70,204,6060,1,0,1
26,61,130,1119,1,0,1
100,94,252,7697,1,0,0
5,51,86,7104,0,0,1
16,52,116,1875,0,0,1
7,49,110,7248,0,0,1
86,80,221,20115,0,0,1
11,40,98,7994,0,0,1
7,40,87,23791,0,0,0
59,65,218,9569,1,0,1
17,46,128,5491,0,0,1
51,65,207,7056,0,0,1
92,79,267,8647,0,0,1
82,85,259,19583,1,0,0
45,61,181,6583,0,0,1
53,70,197,2255,1,0,1
78,70,251,7551,1,0,1
68,78,203,21503,0,0,1
10,46,111,14158,1,0,1
4,51,121,3576,0,0,1
42,53,144,12328,0,0,1
48,62,155,4025,0,0,1
39,62,153,9659,0,0,1
70,79,209,20800,0,0,1
91,84,254,17736,1,0,0
19,48,143,16940,0,0,1
65,75,217,7993,0,0,1
100,91,287,7029,0,0,1
77,77,240,14632,0,0,1
19,44,125,6467,1,0,1
19,61,151,4583,0,0,1
67,61,189,4463,1,0,1
56,76,210,9367,0,0,1
59,60,182,14342,0,0,1
44,68,176,10528,1,0,1
94,78,249,7243,1,0,0
61,70,224,23743,0,0,0
26,64,159,9616,0,0,1
99,79,250,17770,1,0,0
81,70,223,20699,0,0,1
62,68,201,1166,0,0,1
94,91,247,4313,1,0,0
86,77,264,19285,1,0,0
91,89,243,8485,0,0,1
94,83,233,16027,0,0,1
0,51,75,12406,1,0,1
51,62,196,3165,1,0,1
49,65,182,5332,0,0,1
23,52,128,13846,1,0,1
46,60,155,5575,0,0,1
99,88,258,20858,1,0,0
99,88,269,1460,1,0,0
4,46,90,18261,1,0,1
42,61,153,23666,1,0,0
80,78,214,23454,1,0,0
27,59,123,21880,1,0,1
63,79,225,19059,0,0,1
77,69,207,3331,1,0,1
93,80,252,2923,1,0,0
86,69,230,11960,0,0,1
76,68,215,2416,0,0,1
97,79,244,20092,1,0,0
32,64,130,13213,0,0,1
7,55,106,19912,1,0,1
81,82,229,7486,1,0,0
20,54,148,14988,0,0,1
13,54,110,16305,0,0,1
100,89,245,22902,0,0,0
42,60,175,2496,1,0,1
50,71,163,8216,1,0,1
54,57,172,14451,0,0,1
34,60,176,22304,0,0,0
27,62,148,4075,1,0,1
95,87,266,18206,0,0,1
47,69,179,4134,0,0,1
80,84,246,20825,0,0,1
81,69,230,3704,0,0,1
70,77,212,19954,1,0,0
70,78,222,1154,0,0,1
17,43,100,9362,0,0,1
63,78,184,22100,1,0,0
74,82,208,22324,0,0,0
50,68,194,6375,0,0,1
96,91,286,19080,0,0,1
10,53,136,14578,1,0,1
89,75,240,14577,1,0,1
26,55,127,14834,0,0,1
23,50,151,15888,1,0,1
46,58,155,11464,1,0,1
66,62,186,19656,1,0,1
69,65,210,10647,0,0,1
86,84,242,8697,0,0,1
52,61,203,4422,0,0,1
40,56,148,17905,1,0,1
90,84,272,5212,1,0,0
91,80,240,16382,1,0,0
98,90,270,2630,0,0,1
78,66,218,3246,0,0,1
32,50,127,8264,0,0,1
83,85,252,3223,1,0,0
49,62,201,4460,1,0,1
39,63,161,10564,1,0,1
0,43,98,2787,0,0,1
95,85,255,2580,1,0,0
9,40,102,11305,1,0,1
25,47,111,21349,1,0,1
18,60,146,18014,0,0,1
82,82,234,17995,0,0,1
37,58,145,3173,1,0,1
44,54,168,22037,0,0,0
22,49,118,19811,1,0,1
95,91,245,15791,0,0,1
62,66,197,16209,1,0,1
11,45,110,6420,0,0,1
59,63,172,22627,1,0,0
70,67,223,2407,0,0,1
80,75,217,10297,1,0,1
98,79,260,22134,0,0,0
79,81,237,10570,1,0,0
22,46,123,16144,1,0,1
54,67,191,1779,1,0,1
87,87,262,12202,0,0,1
59,67,215,3903,1,0,1
42,68,157,19116,1,0,1
76,83,208,1576,0,0,1
97,80,249,22296,0,0,0
88,83,271,22802,0,0,0
42,57,169,13707,1,0,1
30,48,168,1511,0,0,1
63,72,209,9718,0,0,1
60,60,187,15023,1,0,1
7,43,100,16341,0,0,1
3,38,85,4080,1,0,1
17,55,144,4092,0,0,1
87,72,226,16182,1,0,1
56,69,172,15118,0,0,1
23,47,127,19978,1,0,1
2,43,75,13931,0,0,1
53,70,200,8725,0,0,1
45,66,187,22831,0,0,0
23,51,159,6404,1,0,1
76,79,207,17519,0,0,1
33,64,152,10410,1,0,1
3,43,82,1967,1,0,1
3,39,94,15150,1,0,1
42,51,179,21790,1,0,1
99,81,284,7908,0,0,1
18,44,109,20371,1,0,1
74,70,216,19696,1,0,1
81,82,213,12347,1,0,0
1,53,81,23280,0,0,0
10,48,124,9372,1,0,1
59,68,211,17278,1,0,1
77,74,214,16650,0,0,1
72,81,198,2228,0,0,1
43,65,187,11942,0,0,1
82,81,232,12561,1,0,0
10,39,132,19208,0,0,1
20,54,142,7374,0,0,1
58,71,217,16255,0,0,1
62,73,206,2764,1,0,1
20,55,128,21410,0,0,1
20,54,127,1719,1,0,1
4,40,123,14167,0,0,1
34,59,158,14132,0,0,1
88,86,265,19919,0,0,1
18,50,149,1431,0,0,1
27,64,148,13486,0,0,1
69,67,217,12963,0,0,1
93,80,245,14166,1,0,0
22,48,119,17028,1,0,1
87,73,257,19629,1,0,1
51,56,180,2536,0,0,1
67,72,223,10744,0,0,1
96,79,251,5918,1,0,0
66,79,214,1892,1,0,0
28,65,166,18922,1,0,1
62,69,210,6764,1,0,1
100,94,265,7100,1,0,0
96,75,260,14133,0,0,1
71,81,216,2102,0,0,1
93,74,260,15878,0,0,1
15,48,125,17587,1,0,1
54,64,163,3568,0,0,1
51,66,206,13074,1,0,1
53,60,159,9830,0,0,1
79,67,246,11286,1,0,1
96,88,248,5691,1,0,0
67,68,228,12265,1,0,1
80,82,237,15186,1,0,0
53,59,182,10059,1,0,1
99,90,282,20364,1,0,0
20,60,131,20799,0,0,1
91,79,233,21324,0,0,1
47,66,197,7009,1,0,1
95,91,251,15073,1,0,0
69,80,226,11893,1,0,0
